,gene,export,import,pair,cell_type,mean,std,n,frac_nonzero
756,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,7,0.0,0.0,4214,0.0
757,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,7,-2.189313e-08,2.2950917e-09,4214,1.0
758,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,7,9.174686e-09,2.0222954e-09,4214,1.0
759,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,7,0.0,0.0,4214,0.0
760,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,7,0.0,0.0,4214,0.0
761,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,7,4.9073066e-08,9.526506e-09,4214,1.0
762,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,7,1.2433375e-08,1.4359686e-09,4214,1.0
763,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,7,-9.644562e-10,2.3821314e-10,4214,1.0
764,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,7,0.0,0.0,4214,0.0
765,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,7,0.0,0.0,4214,0.0
766,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,7,0.0,0.0,4214,0.0
767,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,7,1.5354539e-08,2.8908294e-09,4214,1.0
768,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,7,1.4299937e-07,9.819508e-09,4214,1.0
769,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,7,1.9589901e-08,3.240055e-09,4214,1.0
770,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,7,1.514179e-08,3.5550385e-09,4214,1.0
771,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,7,0.0,0.0,4214,0.0
772,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,7,1.766529e-08,1.9262834e-09,4214,1.0
773,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,7,0.0,0.0,4214,0.0
774,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,7,0.0,0.0,4214,0.0
775,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,7,-1.0261673e-09,1.3391323e-10,4214,1.0
776,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,7,1.1951337e-09,3.2876896e-10,4214,1.0
777,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,7,1.2574163e-09,1.4186959e-10,4214,1.0
778,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,7,-2.6178949e-08,3.9470645e-09,4214,1.0
779,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,7,-2.1444668e-09,2.566553e-10,4214,1.0
780,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,7,-1.688697e-10,2.1295353e-11,4214,1.0
781,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,7,-7.824528e-10,7.795172e-11,4214,1.0
782,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,7,0.0,0.0,4214,0.0
783,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,7,1.20046e-08,5.76457e-09,4214,1.0
784,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,7,-9.639522e-09,6.4479655e-10,4214,1.0
785,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,7,-3.1669223e-09,6.625118e-10,4214,1.0
786,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,7,-7.564406e-09,9.076265e-10,4214,1.0
787,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,7,1.0560363e-08,1.3361374e-09,4214,1.0
788,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,7,0.0,0.0,4214,0.0
789,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,7,0.0,0.0,4214,0.0
790,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,7,0.0,0.0,4214,0.0
791,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,7,0.0,0.0,4214,0.0
792,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,7,0.0,0.0,4214,0.0
793,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,7,0.0,0.0,4214,0.0
794,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,7,0.0,0.0,4214,0.0
795,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,7,0.0,0.0,4214,0.0
796,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,7,5.830481e-09,1.1000599e-09,4214,1.0
797,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,7,-5.2206586e-09,9.605398e-10,4214,1.0
798,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,7,0.0,0.0,4214,0.0
799,CD4,SCARB1,SCARB1,SCARB1@SCARB1,7,5.9120584e-08,1.0329561e-08,4214,1.0
800,CD4,ABCA1,ABCA1,ABCA1@ABCA1,8,0.0,0.0,3786,0.0
801,CD4,ATP7A,ATP7A,ATP7A@ATP7A,8,0.0,0.0,3786,0.0
802,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,8,0.0,0.0,3786,0.0
803,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,8,0.0,0.0,3786,0.0
804,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,8,0.0,0.0,3786,0.0
805,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,8,0.0,0.0,3786,0.0
806,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,8,0.0,0.0,3786,0.0
807,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,8,0.0,0.0,3786,0.0
808,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,8,0.0,0.0,3786,0.0
809,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,8,0.0,0.0,3786,0.0
810,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,8,0.0,0.0,3786,0.0
811,CD4,CD38,CD38,CD38@CD38,8,0.0,0.0,3786,0.0
812,CD4,TAP1,TAP1,TAP1@TAP1,8,0.0,0.0,3786,0.0
813,CD4,ATP7B,TAP1,ATP7B@TAP1,8,0.0,0.0,3786,0.0
814,CD4,ATP7A,TAP1,ATP7A@TAP1,8,0.0,0.0,3786,0.0
815,CD4,TAP1,ATP7A,TAP1@ATP7A,8,0.0,0.0,3786,0.0
816,CD4,ABCC2,ABCC2,ABCC2@ABCC2,8,0.0,0.0,3786,0.0
817,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,8,0.0,0.0,3786,0.0
818,CD4,CLCN3,CLCN5,CLCN3@CLCN5,8,0.0,0.0,3786,0.0
819,CD4,CLCN5,CLCN3,CLCN5@CLCN3,8,0.0,0.0,3786,0.0
820,CD4,CLCN3,CLCN3,CLCN3@CLCN3,8,0.0,0.0,3786,0.0
821,CD4,CD36,CD36,CD36@CD36,8,0.0,0.0,3786,0.0
822,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,8,0.0,0.0,3786,0.0
823,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,8,0.0,0.0,3786,0.0
824,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,8,0.0,0.0,3786,0.0
825,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,8,0.0,0.0,3786,0.0
826,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,8,0.0,0.0,3786,0.0
827,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,8,0.0,0.0,3786,0.0
828,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,8,0.0,0.0,3786,0.0
829,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,8,0.0,0.0,3786,0.0
830,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,8,0.0,0.0,3786,0.0
831,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,8,0.0,0.0,3786,0.0
832,CD4,MSR1,MSR1,MSR1@MSR1,8,0.0,0.0,3786,0.0
833,CD4,CD36,CPT1A,CD36@CPT1A,8,0.0,0.0,3786,0.0
834,CD4,CPT1A,CD36,CPT1A@CD36,8,0.0,0.0,3786,0.0
835,CD4,CPT1A,CPT1A,CPT1A@CPT1A,8,0.0,0.0,3786,0.0
836,CD4,CD36,MSR1,CD36@MSR1,8,0.0,0.0,3786,0.0
837,CD4,MSR1,CD36,MSR1@CD36,8,0.0,0.0,3786,0.0
838,CD4,CPT1A,MSR1,CPT1A@MSR1,8,0.0,0.0,3786,0.0
839,CD4,MSR1,CPT1A,MSR1@CPT1A,8,0.0,0.0,3786,0.0
840,CD4,ABCC3,FOLR2,ABCC3@FOLR2,8,0.0,0.0,3786,0.0
841,CD4,FOLR2,FOLR2,FOLR2@FOLR2,8,0.0,0.0,3786,0.0
842,CD4,ABCC1,ABCC1,ABCC1@ABCC1,8,0.0,0.0,3786,0.0
843,CD4,ABCC4,ABCC1,ABCC4@ABCC1,8,0.0,0.0,3786,0.0
844,CD4,LRP1,LRP1,LRP1@LRP1,8,0.0,0.0,3786,0.0
845,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,8,0.0,0.0,3786,0.0
846,CD4,CUBN,SLC11A2,CUBN@SLC11A2,8,0.0,0.0,3786,0.0
847,CD4,CUBN,SLC3A2,CUBN@SLC3A2,8,0.0,0.0,3786,0.0
848,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,8,0.0,0.0,3786,0.0
849,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,8,0.0,0.0,3786,0.0
850,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,8,0.0,0.0,3786,0.0
851,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,8,0.0,0.0,3786,0.0
852,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,8,0.0,0.0,3786,0.0
853,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,8,0.0,0.0,3786,0.0
854,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,8,0.0,0.0,3786,0.0
855,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,8,0.0,0.0,3786,0.0
856,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,8,0.0,0.0,3786,0.0
857,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,8,0.0,0.0,3786,0.0
858,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,8,0.0,0.0,3786,0.0
859,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,8,0.0,0.0,3786,0.0
860,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,8,0.0,0.0,3786,0.0
861,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,8,0.0,0.0,3786,0.0
862,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,8,0.0,0.0,3786,0.0
863,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,8,0.0,0.0,3786,0.0
864,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,8,0.0,0.0,3786,0.0
865,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,8,0.0,0.0,3786,0.0
866,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,8,0.0,0.0,3786,0.0
867,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,8,0.0,0.0,3786,0.0
868,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,8,0.0,0.0,3786,0.0
869,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,8,0.0,0.0,3786,0.0
870,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,8,0.0,0.0,3786,0.0
871,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,8,0.0,0.0,3786,0.0
872,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,8,0.0,0.0,3786,0.0
873,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,8,0.0,0.0,3786,0.0
874,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,8,0.0,0.0,3786,0.0
875,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,8,0.0,0.0,3786,0.0
876,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,8,0.0,0.0,3786,0.0
877,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,8,0.0,0.0,3786,0.0
878,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,8,0.0,0.0,3786,0.0
879,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,8,0.0,0.0,3786,0.0
880,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,8,0.0,0.0,3786,0.0
881,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,8,0.0,0.0,3786,0.0
882,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,8,0.0,0.0,3786,0.0
883,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,8,0.0,0.0,3786,0.0
884,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,8,0.0,0.0,3786,0.0
885,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,8,0.0,0.0,3786,0.0
886,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,8,0.0,0.0,3786,0.0
887,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,8,0.0,0.0,3786,0.0
888,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,8,0.0,0.0,3786,0.0
889,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,8,0.0,0.0,3786,0.0
890,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,8,0.0,0.0,3786,0.0
891,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,8,0.0,0.0,3786,0.0
892,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,8,0.0,0.0,3786,0.0
893,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,8,0.0,0.0,3786,0.0
894,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,8,0.0,0.0,3786,0.0
895,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,8,0.0,0.0,3786,0.0
896,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,8,0.0,0.0,3786,0.0
897,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,8,0.0,0.0,3786,0.0
898,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,8,0.0,0.0,3786,0.0
899,CD4,SCARB1,SCARB1,SCARB1@SCARB1,8,0.0,0.0,3786,0.0
900,CD4,ABCA1,ABCA1,ABCA1@ABCA1,9,0.0,0.0,3133,0.0
901,CD4,ATP7A,ATP7A,ATP7A@ATP7A,9,0.0,0.0,3133,0.0
902,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,9,0.0,0.0,3133,0.0
903,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,9,0.0,0.0,3133,0.0
904,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,9,0.0,0.0,3133,0.0
905,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,9,0.0,0.0,3133,0.0
906,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,9,0.0,0.0,3133,0.0
907,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,9,0.0,0.0,3133,0.0
908,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,9,0.0,0.0,3133,0.0
909,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,9,0.0,0.0,3133,0.0
910,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,9,0.0,0.0,3133,0.0
911,CD4,CD38,CD38,CD38@CD38,9,0.0,0.0,3133,0.0
912,CD4,TAP1,TAP1,TAP1@TAP1,9,0.0,0.0,3133,0.0
913,CD4,ATP7B,TAP1,ATP7B@TAP1,9,0.0,0.0,3133,0.0
914,CD4,ATP7A,TAP1,ATP7A@TAP1,9,0.0,0.0,3133,0.0
915,CD4,TAP1,ATP7A,TAP1@ATP7A,9,0.0,0.0,3133,0.0
916,CD4,ABCC2,ABCC2,ABCC2@ABCC2,9,0.0,0.0,3133,0.0
917,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,9,0.0,0.0,3133,0.0
918,CD4,CLCN3,CLCN5,CLCN3@CLCN5,9,0.0,0.0,3133,0.0
919,CD4,CLCN5,CLCN3,CLCN5@CLCN3,9,0.0,0.0,3133,0.0
920,CD4,CLCN3,CLCN3,CLCN3@CLCN3,9,0.0,0.0,3133,0.0
921,CD4,CD36,CD36,CD36@CD36,9,0.0,0.0,3133,0.0
922,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,9,0.0,0.0,3133,0.0
923,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,9,0.0,0.0,3133,0.0
924,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,9,0.0,0.0,3133,0.0
925,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,9,0.0,0.0,3133,0.0
926,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,9,0.0,0.0,3133,0.0
927,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,9,0.0,0.0,3133,0.0
928,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,9,0.0,0.0,3133,0.0
929,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,9,0.0,0.0,3133,0.0
930,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,9,0.0,0.0,3133,0.0
931,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,9,0.0,0.0,3133,0.0
932,CD4,MSR1,MSR1,MSR1@MSR1,9,0.0,0.0,3133,0.0
933,CD4,CD36,CPT1A,CD36@CPT1A,9,0.0,0.0,3133,0.0
934,CD4,CPT1A,CD36,CPT1A@CD36,9,0.0,0.0,3133,0.0
935,CD4,CPT1A,CPT1A,CPT1A@CPT1A,9,0.0,0.0,3133,0.0
936,CD4,CD36,MSR1,CD36@MSR1,9,0.0,0.0,3133,0.0
937,CD4,MSR1,CD36,MSR1@CD36,9,0.0,0.0,3133,0.0
938,CD4,CPT1A,MSR1,CPT1A@MSR1,9,0.0,0.0,3133,0.0
939,CD4,MSR1,CPT1A,MSR1@CPT1A,9,0.0,0.0,3133,0.0
940,CD4,ABCC3,FOLR2,ABCC3@FOLR2,9,0.0,0.0,3133,0.0
941,CD4,FOLR2,FOLR2,FOLR2@FOLR2,9,0.0,0.0,3133,0.0
942,CD4,ABCC1,ABCC1,ABCC1@ABCC1,9,0.0,0.0,3133,0.0
943,CD4,ABCC4,ABCC1,ABCC4@ABCC1,9,0.0,0.0,3133,0.0
944,CD4,LRP1,LRP1,LRP1@LRP1,9,0.0,0.0,3133,0.0
945,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,9,0.0,0.0,3133,0.0
946,CD4,CUBN,SLC11A2,CUBN@SLC11A2,9,0.0,0.0,3133,0.0
947,CD4,CUBN,SLC3A2,CUBN@SLC3A2,9,0.0,0.0,3133,0.0
948,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,9,0.0,0.0,3133,0.0
949,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,9,0.0,0.0,3133,0.0
950,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,9,0.0,0.0,3133,0.0
951,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,9,0.0,0.0,3133,0.0
952,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,9,0.0,0.0,3133,0.0
953,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,9,0.0,0.0,3133,0.0
954,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,9,0.0,0.0,3133,0.0
955,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,9,0.0,0.0,3133,0.0
956,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,9,0.0,0.0,3133,0.0
957,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,9,0.0,0.0,3133,0.0
958,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,9,0.0,0.0,3133,0.0
959,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,9,0.0,0.0,3133,0.0
960,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,9,0.0,0.0,3133,0.0
961,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,9,0.0,0.0,3133,0.0
962,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,9,0.0,0.0,3133,0.0
963,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,9,0.0,0.0,3133,0.0
964,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,9,0.0,0.0,3133,0.0
965,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,9,0.0,0.0,3133,0.0
966,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,9,0.0,0.0,3133,0.0
967,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,9,0.0,0.0,3133,0.0
968,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,9,0.0,0.0,3133,0.0
969,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,9,0.0,0.0,3133,0.0
970,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,9,0.0,0.0,3133,0.0
971,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,9,0.0,0.0,3133,0.0
972,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,9,0.0,0.0,3133,0.0
973,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,9,0.0,0.0,3133,0.0
974,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,9,0.0,0.0,3133,0.0
975,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,9,0.0,0.0,3133,0.0
976,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,9,0.0,0.0,3133,0.0
977,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,9,0.0,0.0,3133,0.0
978,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,9,0.0,0.0,3133,0.0
979,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,9,0.0,0.0,3133,0.0
980,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,9,0.0,0.0,3133,0.0
981,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,9,0.0,0.0,3133,0.0
982,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,9,0.0,0.0,3133,0.0
983,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,9,0.0,0.0,3133,0.0
984,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,9,0.0,0.0,3133,0.0
985,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,9,0.0,0.0,3133,0.0
986,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,9,0.0,0.0,3133,0.0
987,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,9,0.0,0.0,3133,0.0
988,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,9,0.0,0.0,3133,0.0
989,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,9,0.0,0.0,3133,0.0
990,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,9,0.0,0.0,3133,0.0
991,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,9,0.0,0.0,3133,0.0
992,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,9,0.0,0.0,3133,0.0
993,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,9,0.0,0.0,3133,0.0
994,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,9,0.0,0.0,3133,0.0
995,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,9,0.0,0.0,3133,0.0
996,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,9,0.0,0.0,3133,0.0
997,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,9,0.0,0.0,3133,0.0
998,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,9,0.0,0.0,3133,0.0
999,CD4,SCARB1,SCARB1,SCARB1@SCARB1,9,0.0,0.0,3133,0.0
1000,CD4,ABCA1,ABCA1,ABCA1@ABCA1,10,0.0,0.0,521,0.0
1001,CD4,ATP7A,ATP7A,ATP7A@ATP7A,10,0.0,0.0,521,0.0
1002,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,10,0.0,0.0,521,0.0
1003,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,10,0.0,0.0,521,0.0
1004,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,10,0.0,0.0,521,0.0
1005,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,10,0.0,0.0,521,0.0
1006,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,10,0.0,0.0,521,0.0
1007,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,10,0.0,0.0,521,0.0
1008,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,10,0.0,0.0,521,0.0
1009,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,10,0.0,0.0,521,0.0
1010,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,10,0.0,0.0,521,0.0
1011,CD4,CD38,CD38,CD38@CD38,10,0.0,0.0,521,0.0
1012,CD4,TAP1,TAP1,TAP1@TAP1,10,0.0,0.0,521,0.0
1013,CD4,ATP7B,TAP1,ATP7B@TAP1,10,0.0,0.0,521,0.0
1014,CD4,ATP7A,TAP1,ATP7A@TAP1,10,0.0,0.0,521,0.0
1015,CD4,TAP1,ATP7A,TAP1@ATP7A,10,0.0,0.0,521,0.0
1016,CD4,ABCC2,ABCC2,ABCC2@ABCC2,10,0.0,0.0,521,0.0
1017,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,10,0.0,0.0,521,0.0
1018,CD4,CLCN3,CLCN5,CLCN3@CLCN5,10,0.0,0.0,521,0.0
1019,CD4,CLCN5,CLCN3,CLCN5@CLCN3,10,0.0,0.0,521,0.0
1020,CD4,CLCN3,CLCN3,CLCN3@CLCN3,10,0.0,0.0,521,0.0
1021,CD4,CD36,CD36,CD36@CD36,10,0.0,0.0,521,0.0
1022,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,10,0.0,0.0,521,0.0
1023,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,10,0.0,0.0,521,0.0
1024,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,10,0.0,0.0,521,0.0
1025,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,10,0.0,0.0,521,0.0
1026,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,10,0.0,0.0,521,0.0
1027,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,10,0.0,0.0,521,0.0
1028,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,10,0.0,0.0,521,0.0
1029,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,10,0.0,0.0,521,0.0
1030,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,10,0.0,0.0,521,0.0
1031,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,10,0.0,0.0,521,0.0
1032,CD4,MSR1,MSR1,MSR1@MSR1,10,0.0,0.0,521,0.0
