,Gene 1,Gene 2,C_p,Z,Z_pval,Z_FDR,C_norm_p,C_np,pval_np,FDR_np,C_norm_np,selected
295,SLCO1B1,SLCO1B3,8625.952434387824,3.204108008449098,0.0006774082027454221,0.004470894138119786,0.004622387775643376,408.55503220037514,0.003996004,0.009216589605315559,0.0057332888822735776,True
298,ABCG2,SLC16A1,5550.182125739118,2.0606123757235433,0.019670017566974098,0.08977061208757328,0.003094289261754454,1213.3868281629323,0.003996004,0.009216589605315559,0.010735194344981706,True
300,ABCC2,SLCO1C1,3968.1222253663454,1.5332743841862806,0.06260413167610611,0.22760315668686035,0.002233624506987625,1020.2363590022908,0.001998002,0.005071851084581935,0.006090997610289928,True
301,ABCC1,ABCC1,15282.47164389487,6.048969302573212,7.288771485438335e-10,8.451035046629854e-09,0.008675359472925059,76105.84174184097,0.000999001,0.002838221302299162,0.03964181244550983,True
306,SLCO1B3,SLCO1B3,13221.27705705331,5.233125957794915,8.333354084029885e-08,8.511925957259096e-07,0.006792000328733927,583.936066538236,0.000999001,0.002838221302299162,0.007873035166310847,True
310,ABCC1,ABCC3,-591.09406619724,-0.22926123825840145,0.5906670607270033,0.8253946874654216,-0.0003355447748285247,14210.297430247212,0.000999001,0.002838221302299162,0.007401822680519292,True
313,SLC10A1,SLC22A1,6725.249347780917,2.4905425036769357,0.006377411941665715,0.035531295103566125,0.0035616750401126266,327.9429573285107,0.015984016,0.03249830647561505,0.004588262494501607,True
316,ABCC2,ABCC2,4577.063481927884,1.8116517500080558,0.03502001168594256,0.14586004867251806,0.002576392707341161,998.9993347161715,0.000999001,0.002838221302299162,0.0059642086921779325,True
318,ABCC2,SLC10A1,1916.479846998765,0.7244908951803382,0.23438220742948168,0.5182987989033383,0.0010787712954101693,605.644305370111,0.011988012,0.02521008431144497,0.0036158072432378066,True
323,ABCG2,SLCO2B1,3723.3317670528095,1.4569689811156945,0.07256247140550953,0.24705793835685388,0.0020757995402189587,3483.5033275867127,0.014985015,0.030612244284046547,0.03081959055023822,True
330,ABCC1,ABCC2,2132.462821184602,0.8270952034251173,0.20409155134306023,0.48373080401200463,0.001210529420076809,11040.292003383925,0.001998002,0.005071851084581935,0.005750638517689441,True
333,SLC10A1,SLCO1C1,3293.2261220255773,1.2449451763940835,0.10657595159726008,0.3289286563685221,0.001744084222562791,493.8934841545714,0.006993007,0.01538461521267891,0.006910082680492228,True
335,ABCC1,SLC10A1,2870.4322146448117,1.0851155090408002,0.13893524957004816,0.38703390951656275,0.0016294505159220193,5071.903501311535,0.002997003,0.0071827614518642086,0.0026418398737738337,True
341,TAP1,TAP1,35773.462307207235,14.159527358226914,8.154366265004471e-46,1.5209665772551819e-44,0.022456533836049664,201404.79611681472,0.000999001,0.002838221302299162,0.0712405704004166,True
342,ATP7A,TAP1,3055.8872272399863,1.20949671930642,0.11323603535850829,0.34210041668169056,0.0017636825885030437,43164.30512545147,0.000999001,0.002838221302299162,0.11474390796378742,True
