sample_id,metabolite,n_gene_pairs,transporter_genes,global_significant,global_FDR_np,n_sig_gene_pairs_global,24_11_12_ICI_5K_Fine_annotations_n_sig_pairs,24_11_12_ICI_5K_Fine_annotations_interactions,24_11_12_ICI_5K_Fine_annotations_within_Tcell,24_11_12_ICI_5K_Fine_annotations_Tcell_interfaces,24_11_12_ICI_5K_Fine_annotations_tcell_involved,25_06_11_ICI_5K_Coarse_annotations_n_sig_pairs,25_06_11_ICI_5K_Coarse_annotations_interactions,25_06_11_ICI_5K_Coarse_annotations_within_Tcell,25_06_11_ICI_5K_Coarse_annotations_Tcell_interfaces,25_06_11_ICI_5K_Coarse_annotations_tcell_involved
13473_HS4_UC-Slice_1,4-Hydroxycyclophosphamide,1,ABCB1,True,0.0019017126921743,1,4,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,4-Hydroxyvalsartan,3,"SLCO1B1, SLCO1B3",True,0.0288528681442301,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,4-ene-Valproic acid,3,"SLC16A1, SLC22A5",True,0.0019017126921743,3,13,Endothelial_arterial–Fibroblast_CTF_S2 (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); Fibroblast_CTF_S2–IEC_Tuft (4.0e-03); IEC_CT_absorptive_colonocyte (self) (4.0e-03); IEC_Colonocyte_NOS–T_CD8 (5.6e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); MAST–Plasma (1.9e-02); MNP_macrophage–Plasma (2.4e-02); T_CD8 (self) (3.5e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.2e-02); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (5.0e-02),IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (4.0e-03); T_CD8 (self) (3.5e-02),Endothelial_arterial–Fibroblast_CTF_S2 (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (2.2e-03); Fibroblast_CTF_S2–IEC_Tuft (4.0e-03); IEC_Colonocyte_NOS–T_CD8 (5.6e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); MAST–Plasma (1.9e-02); MNP_macrophage–Plasma (2.4e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (4.2e-02); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (5.0e-02),True,5,Endothelial–Fibroblast (2.2e-03); IEC (self) (2.2e-03); MAST–Plasma (2.1e-02); MNP–Plasma (3.8e-02); T (self) (4.6e-02),IEC (self) (2.2e-03); T (self) (4.6e-02),Endothelial–Fibroblast (2.2e-03); MAST–Plasma (2.1e-02); MNP–Plasma (3.8e-02),True
13473_HS4_UC-Slice_1,5-Hydroxyomeprazole,6,"ABCB1, ABCC3, ABCG2",True,0.0019017126921743,6,7,Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_Goblet_2 (self) (1.4e-02); Fibroblast_CTF_S2–MNP_macrophage (2.3e-02); Fibroblast_cCF_S1–IEC_Goblet_2 (2.8e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_Goblet_2 (self) (1.4e-02),Endothelial_arterial–Endothelial_lymphatic (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); Fibroblast_CTF_S2–MNP_macrophage (2.3e-02); Fibroblast_cCF_S1–IEC_Goblet_2 (2.8e-02),True,2,IEC (self) (2.2e-03); Endothelial (self) (2.6e-02),IEC (self) (2.2e-03); Endothelial (self) (2.6e-02),,True
13473_HS4_UC-Slice_1,5-Methyltetrahydrofolic acid,1,FOLR1,False,0.1924171013491494,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,8-Hydroxycarvedilol,1,ABCB1,True,0.0019017126921743,1,4,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_Colonocyte_NOS–MAST (3.5e-02); IEC_Colonocyte_NOS–Plasma (4.2e-02),True,1,IEC (self) (2.2e-03),IEC (self) (2.2e-03),,True
13473_HS4_UC-Slice_1,ADP,3,"ATP7A, ATP7B",False,0.2443122024121491,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Acetate,6,"SLC16A1, SLC16A4, SLCO2B1",True,0.0019017126921743,2,15,IEC_Colonocyte_NOS (self) (2.2e-03); MAST–T_CD8 (5.6e-03); Fibroblast_CTF_S2–T_CD8 (1.0e-02); IEC_CT_absorptive_colonocyte–IEC_Goblet (1.1e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Endothelial_arterial–T_CD8 (2.3e-02); IEC_Colonocyte_NOS–Plasma (2.4e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); Endothelial_venous–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–T_CD8 (3.2e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.9e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (3.9e-02); MNP_macrophage–T_CD8 (4.4e-02),IEC_Colonocyte_NOS (self) (2.2e-03),MAST–T_CD8 (5.6e-03); Fibroblast_CTF_S2–T_CD8 (1.0e-02); IEC_CT_absorptive_colonocyte–IEC_Goblet (1.1e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); Endothelial_arterial–T_CD8 (2.3e-02); IEC_Colonocyte_NOS–Plasma (2.4e-02); Enteric_glia–IEC_ISC (2.5e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (2.8e-02); Endothelial_venous–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–MNP_macrophage (3.2e-02); IEC_Colonocyte_NOS–T_CD8 (3.2e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.9e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (3.9e-02); MNP_macrophage–T_CD8 (4.4e-02),True,5,IEC (self) (2.2e-03); Fibroblast–Myofibroblast (4.1e-03); MAST–T (2.9e-02); IEC–Plasma (3.4e-02); IEC–T (4.6e-02),IEC (self) (2.2e-03),Fibroblast–Myofibroblast (4.1e-03); MAST–T (2.9e-02); IEC–Plasma (3.4e-02); IEC–T (4.6e-02),True
13473_HS4_UC-Slice_1,Acetyl-L-Carnitine,3,"SLC22A5, SLC22A8",True,0.0019017126921743,1,9,Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02); T_CD8 (self) (2.4e-02),IEC_Colonocyte_NOS (self) (2.2e-03); IEC_CT_absorptive_colonocyte (self) (5.6e-03); T_CD8 (self) (2.4e-02),Fibroblast_CTF_S2–IEC_Tuft (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (7.1e-03); Endothelial_lymphatic–IEC_ISC (1.0e-02); Fibroblast_CTF_S2–Plasma (1.1e-02); IEC_Colonocyte_NOS–T_CD8 (1.4e-02); MAST–Plasma (1.9e-02),True,3,IEC (self) (2.2e-03); MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),IEC (self) (2.2e-03),MAST–Plasma (2.1e-02); Fibroblast–Plasma (4.6e-02),True
13473_HS4_UC-Slice_1,Acetylcholine,1,SLC22A1,False,0.215239299156449,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Adenine,1,SLC29A3,False,0.5512869564049384,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Adenosine,1,SLC29A1,False,0.6141885600122465,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Adenosine diphosphate ribose,1,CD38,True,0.0019017126921743,1,2,MNP_macrophage–Muscularis_mucosa (7.1e-03); Fibroblast_CTF_S2–Plasma (3.6e-02),,MNP_macrophage–Muscularis_mucosa (7.1e-03); Fibroblast_CTF_S2–Plasma (3.6e-02),True,1,MNP–Muscularis_mucosa (2.2e-03),,MNP–Muscularis_mucosa (2.2e-03),True
13473_HS4_UC-Slice_1,Adenosine triphosphate,6,"ATP7A, ATP7B, TAP1",True,0.0108856661780469,1,10,Fibroblast_submucosal_S3–T_CD8 (4.0e-03); IEC_CT_absorptive_colonocyte (self) (4.0e-03); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (5.6e-03); Fibroblast_CTF_S2–Myofibroblast (8.5e-03); MNP_macrophage–Plasma (1.9e-02); Fibroblast_cCF_S1–T_CD8 (2.1e-02); MNP_macrophage (self) (2.6e-02); Endothelial_arterial–Fibroblast_CTF_S2 (3.3e-02); IEC_Goblet_2–Plasma (4.3e-02); Myofibroblast (self) (4.7e-02),IEC_CT_absorptive_colonocyte (self) (4.0e-03); MNP_macrophage (self) (2.6e-02); Myofibroblast (self) (4.7e-02),Fibroblast_submucosal_S3–T_CD8 (4.0e-03); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (5.6e-03); Fibroblast_CTF_S2–Myofibroblast (8.5e-03); MNP_macrophage–Plasma (1.9e-02); Fibroblast_cCF_S1–T_CD8 (2.1e-02); Endothelial_arterial–Fibroblast_CTF_S2 (3.3e-02); IEC_Goblet_2–Plasma (4.3e-02),True,2,IEC (self) (2.2e-03); Fibroblast–Myofibroblast (3.3e-02),IEC (self) (2.2e-03),Fibroblast–Myofibroblast (3.3e-02),True
13473_HS4_UC-Slice_1,Adenosylcobalamin,1,CUBN,False,0.2914988184648175,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Amiloride-sensitive sodium transport,3,"SCNN1A, SCNN1G",True,0.0019017126921743,1,9,IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_ISC–MNP_mDC (1.3e-02); IEC_NOS2_DUOX2_colonocyte–T_CD8 (1.5e-02); IEC_ISC–IEC_NOS2_DUOX2_colonocyte (1.8e-02); IEC_Tuft (self) (2.1e-02); IEC_ISC–T_CD8 (4.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.7e-02); IEC_Colonocyte_NOS (self) (4.7e-02),IEC_CT_absorptive_colonocyte (self) (2.2e-03); IEC_Tuft (self) (2.1e-02); IEC_Colonocyte_NOS (self) (4.7e-02),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_ISC–MNP_mDC (1.3e-02); IEC_NOS2_DUOX2_colonocyte–T_CD8 (1.5e-02); IEC_ISC–IEC_NOS2_DUOX2_colonocyte (1.8e-02); IEC_ISC–T_CD8 (4.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.7e-02),True,2,IEC (self) (2.2e-03); IEC–MNP (3.5e-02),IEC (self) (2.2e-03),IEC–MNP (3.5e-02),True
13473_HS4_UC-Slice_1,Ammonium,1,RHAG,False,0.157842161024318,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Anion exchange,3,"SLC26A2, SLC26A3",True,0.0019017126921743,3,20,Endothelial_lymphatic (self) (2.2e-03); Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.2e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_CT_absorptive_colonocyte–T_CD8 (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_Colonocyte_NOS–MAST (2.2e-03); IEC_Colonocyte_NOS–T_CD8 (2.2e-03); Fibroblast_CTF_S2–T_CD8 (4.0e-03); MNP_macrophage–T_CD4 (5.6e-03); Fibroblast_CTF_S2–MAST (8.5e-03); IEC_CT_absorptive_colonocyte–T_CD4 (8.5e-03); IEC_CT_absorptive_colonocyte–MNP_macrophage (1.3e-02); IEC_Colonocyte_NOS–IEC_Goblet (1.3e-02); IEC_CT_absorptive_colonocyte–IEC_Goblet (1.8e-02); IEC_BEST4_OTOP2 (self) (1.9e-02); MAST–T_CD8 (2.3e-02); IEC_CT_absorptive_colonocyte–MAST (4.2e-02); IEC_ISC–Plasma (4.2e-02); MNP_mDC–Plasma (5.0e-02),Endothelial_lymphatic (self) (2.2e-03); IEC_Colonocyte_NOS (self) (2.2e-03); IEC_BEST4_OTOP2 (self) (1.9e-02),Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.2e-03); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (2.2e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.2e-03); IEC_CT_absorptive_colonocyte–T_CD8 (2.2e-03); IEC_Colonocyte_NOS–MAST (2.2e-03); IEC_Colonocyte_NOS–T_CD8 (2.2e-03); Fibroblast_CTF_S2–T_CD8 (4.0e-03); MNP_macrophage–T_CD4 (5.6e-03); Fibroblast_CTF_S2–MAST (8.5e-03); IEC_CT_absorptive_colonocyte–T_CD4 (8.5e-03); IEC_CT_absorptive_colonocyte–MNP_macrophage (1.3e-02); IEC_Colonocyte_NOS–IEC_Goblet (1.3e-02); IEC_CT_absorptive_colonocyte–IEC_Goblet (1.8e-02); MAST–T_CD8 (2.3e-02); IEC_CT_absorptive_colonocyte–MAST (4.2e-02); IEC_ISC–Plasma (4.2e-02); MNP_mDC–Plasma (5.0e-02),True,9,Fibroblast–IEC (2.2e-03); Fibroblast–T (2.2e-03); IEC (self) (2.2e-03); IEC–MAST (2.2e-03); IEC–T (2.2e-03); IEC–MNP (8.9e-03); Endothelial (self) (2.8e-02); MAST–T (3.9e-02); Fibroblast–MAST (4.1e-02),IEC (self) (2.2e-03); Endothelial (self) (2.8e-02),Fibroblast–IEC (2.2e-03); Fibroblast–T (2.2e-03); IEC–MAST (2.2e-03); IEC–T (2.2e-03); IEC–MNP (8.9e-03); MAST–T (3.9e-02); Fibroblast–MAST (4.1e-02),True
13473_HS4_UC-Slice_1,Betaine,1,SLC6A12,False,0.121538466066122,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Bilirubin,3,"ABCC2, SLCO1B1",False,0.8841158747673035,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Butyrate,1,SLC16A1,True,0.0019017126921743,1,8,IEC_Colonocyte_NOS (self) (2.2e-03); Endothelial_arterial–Fibroblast_CTF_S2 (7.1e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (8.5e-03); IEC_Colonocyte_NOS–Plasma (1.5e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (1.8e-02); IEC_Colonocyte_NOS–T_CD8 (1.8e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.8e-02),IEC_Colonocyte_NOS (self) (2.2e-03),Endothelial_arterial–Fibroblast_CTF_S2 (7.1e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet (8.5e-03); IEC_Colonocyte_NOS–Plasma (1.5e-02); IEC_BEST4_OTOP2–IEC_Colonocyte_NOS (1.8e-02); IEC_Colonocyte_NOS–T_CD8 (1.8e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.6e-02); IEC_CT_absorptive_colonocyte–MNP_macrophage (4.8e-02),True,4,IEC (self) (2.2e-03); IEC–Plasma (1.0e-02); Endothelial–Fibroblast (1.3e-02); IEC–T (4.0e-02),IEC (self) (2.2e-03),IEC–Plasma (1.0e-02); Endothelial–Fibroblast (1.3e-02); IEC–T (4.0e-02),True
13473_HS4_UC-Slice_1,Cadmium,1,SLC39A8,True,0.0019017126921743,1,5,IEC_Goblet–MNP_macrophage (1.0e-02); Fibroblast_CTF_S2–Plasma (1.3e-02); IEC_Colonocyte_NOS–IEC_ISC (2.8e-02); IEC_Goblet_2–T_CD8 (3.1e-02); IEC_CT_absorptive_colonocyte (self) (3.5e-02),IEC_CT_absorptive_colonocyte (self) (3.5e-02),IEC_Goblet–MNP_macrophage (1.0e-02); Fibroblast_CTF_S2–Plasma (1.3e-02); IEC_Colonocyte_NOS–IEC_ISC (2.8e-02); IEC_Goblet_2–T_CD8 (3.1e-02),True,1,IEC (self) (4.0e-02),IEC (self) (4.0e-02),,True
13473_HS4_UC-Slice_1,Calcidiol,3,"CUBN, LRP2",False,0.6982685998575577,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Calcium,1,CUBN,False,0.2914988184648175,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Calcium release-activated calcium transport,1,ORAI3,False,0.5383124209162015,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_1,Chenodeoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Chenodeoxycholic acid 3-sulfate,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0019017126921743,1,2,IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),IEC_Colonocyte_NOS (self) (5.6e-03); IEC_Goblet_2 (self) (1.6e-02),,True,2,IEC (self) (2.0e-02); IEC–T (3.0e-02),IEC (self) (2.0e-02),IEC–T (3.0e-02),True
13473_HS4_UC-Slice_1,Chloride,3,"CLCN3, CLCN5",True,0.0019017126921743,1,8,Fibroblast_cCF_S1–IEC_BEST4_OTOP2 (7.1e-03); Fibroblast_cCF_S1–MAST (7.1e-03); IEC_Goblet–T_CD4 (8.5e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); IEC_Colonocyte_NOS (self) (1.8e-02); Fibroblast_CTF_S2–Myofibroblast (2.1e-02); B–IEC_ISC (2.5e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.6e-02),IEC_Colonocyte_NOS (self) (1.8e-02),Fibroblast_cCF_S1–IEC_BEST4_OTOP2 (7.1e-03); Fibroblast_cCF_S1–MAST (7.1e-03); IEC_Goblet–T_CD4 (8.5e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (1.3e-02); Fibroblast_CTF_S2–Myofibroblast (2.1e-02); B–IEC_ISC (2.5e-02); Fibroblast_CTF_S2–Fibroblast_cCF_S1 (3.6e-02),True,2,Fibroblast–Myofibroblast (2.8e-02); Fibroblast–MAST (3.3e-02),,Fibroblast–Myofibroblast (2.8e-02); Fibroblast–MAST (3.3e-02),True
