sample_id,metabolite,n_gene_pairs,transporter_genes,global_significant,global_FDR_np,n_sig_gene_pairs_global,24_11_12_ICI_5K_Fine_annotations_n_sig_pairs,24_11_12_ICI_5K_Fine_annotations_interactions,24_11_12_ICI_5K_Fine_annotations_within_Tcell,24_11_12_ICI_5K_Fine_annotations_Tcell_interfaces,24_11_12_ICI_5K_Fine_annotations_tcell_involved,25_06_11_ICI_5K_Coarse_annotations_n_sig_pairs,25_06_11_ICI_5K_Coarse_annotations_interactions,25_06_11_ICI_5K_Coarse_annotations_within_Tcell,25_06_11_ICI_5K_Coarse_annotations_Tcell_interfaces,25_06_11_ICI_5K_Coarse_annotations_tcell_involved
13473_HS4_UC-Slice_3,4-Hydroxycyclophosphamide,1,ABCB1,True,0.0028698573354631,1,3,IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS (self) (6.8e-03); Plasma–T_CD4 (4.1e-02),IEC_Colonocyte_NOS (self) (6.8e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); Plasma–T_CD4 (4.1e-02),True,1,IEC (self) (2.7e-03),IEC (self) (2.7e-03),,True
13473_HS4_UC-Slice_3,4-Hydroxyvalsartan,3,"SLCO1B1, SLCO1B3",False,0.9189027312454904,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,4-ene-Valproic acid,3,"SLC16A1, SLC22A5",True,0.0028698573354631,3,6,Enteric_glia–T_gd_and_ambiguous (2.1e-03); Fibroblast_CTF_S2–IEC_Goblet_2 (3.9e-03); IEC_ISC–Plasma (1.2e-02); Fibroblast_CTF_S2–IEC_Goblet (1.6e-02); IEC_ISC–T_CD8 (2.0e-02); Fibroblast_CTF_S2 (self) (2.2e-02),Fibroblast_CTF_S2 (self) (2.2e-02),Enteric_glia–T_gd_and_ambiguous (2.1e-03); Fibroblast_CTF_S2–IEC_Goblet_2 (3.9e-03); IEC_ISC–Plasma (1.2e-02); Fibroblast_CTF_S2–IEC_Goblet (1.6e-02); IEC_ISC–T_CD8 (2.0e-02),True,3,Enteric_glia–T (5.1e-03); IEC (self) (9.0e-03); Fibroblast (self) (3.4e-02),IEC (self) (9.0e-03); Fibroblast (self) (3.4e-02),Enteric_glia–T (5.1e-03),True
13473_HS4_UC-Slice_3,5-Hydroxyomeprazole,6,"ABCB1, ABCC3, ABCG2",True,0.0028698573354631,5,7,Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_CT_absorptive_colonocyte (self) (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); IEC_Colonocyte_NOS (self) (9.4e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (4.6e-02),IEC_CT_absorptive_colonocyte (self) (2.1e-03); IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_Colonocyte_NOS (self) (9.4e-03),Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (4.6e-02),True,2,IEC (self) (2.7e-03); Enteric_glia–IEC (2.2e-02),IEC (self) (2.7e-03),Enteric_glia–IEC (2.2e-02),True
13473_HS4_UC-Slice_3,5-Methyltetrahydrofolic acid,1,FOLR1,False,0.1507321475325404,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,8-Hydroxycarvedilol,1,ABCB1,True,0.0028698573354631,1,3,IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS (self) (6.8e-03); Plasma–T_CD4 (4.1e-02),IEC_Colonocyte_NOS (self) (6.8e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); Plasma–T_CD4 (4.1e-02),True,1,IEC (self) (2.7e-03),IEC (self) (2.7e-03),,True
13473_HS4_UC-Slice_3,ADP,3,"ATP7A, ATP7B",False,0.4516359502381652,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Acetate,6,"SLC16A1, SLC16A4, SLCO2B1",True,0.0028698573354631,2,7,IEC_BEST4_OTOP2 (self) (5.4e-03); Enteric_glia–Fibroblast_cCF_S1 (1.3e-02); IEC_Colonocyte_NOS (self) (2.0e-02); Fibroblast_CTF_S2–IEC_Goblet (2.2e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.4e-02); IEC_ISC–T_CD8 (4.0e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (4.9e-02),IEC_BEST4_OTOP2 (self) (5.4e-03); IEC_Colonocyte_NOS (self) (2.0e-02),Enteric_glia–Fibroblast_cCF_S1 (1.3e-02); Fibroblast_CTF_S2–IEC_Goblet (2.2e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.4e-02); IEC_ISC–T_CD8 (4.0e-02); Fibroblast_cCF_S1–Fibroblast_submucosal_S3 (4.9e-02),True,2,IEC (self) (1.7e-02); Enteric_glia–Fibroblast (2.2e-02),IEC (self) (1.7e-02),Enteric_glia–Fibroblast (2.2e-02),True
13473_HS4_UC-Slice_3,Acetyl-L-Carnitine,3,"SLC22A5, SLC22A8",True,0.0028698573354631,1,2,Enteric_glia–T_gd_and_ambiguous (2.1e-03); Fibroblast_CTF_S2 (self) (8.1e-03),Fibroblast_CTF_S2 (self) (8.1e-03),Enteric_glia–T_gd_and_ambiguous (2.1e-03),True,3,Enteric_glia–T (5.1e-03); Fibroblast (self) (7.2e-03); IEC (self) (3.6e-02),Fibroblast (self) (7.2e-03); IEC (self) (3.6e-02),Enteric_glia–T (5.1e-03),True
13473_HS4_UC-Slice_3,Acetylcholine,1,SLC22A1,False,0.4018904328346252,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Adenine,1,SLC29A3,False,0.2861691088211245,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Adenosine,1,SLC29A1,True,0.0468322899151634,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Adenosine diphosphate ribose,1,CD38,True,0.0052614051150158,1,2,Endothelial_lymphatic–Plasma (2.3e-02); Plasma–T_CD8 (2.6e-02),,Endothelial_lymphatic–Plasma (2.3e-02); Plasma–T_CD8 (2.6e-02),True,0,,,,False
13473_HS4_UC-Slice_3,Adenosine triphosphate,6,"ATP7A, ATP7B, TAP1",True,0.0028698573354631,1,12,Enteric_glia–T_CD8 (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (3.9e-03); IEC_Tuft–Plasma (1.2e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); IEC_Goblet–IEC_NOS2_DUOX2_colonocyte (1.6e-02); Endothelial_lymphatic–T_CD8 (1.8e-02); IEC_CT_absorptive_colonocyte (self) (2.0e-02); IEC_Colonocyte_NOS–IEC_NOS2_DUOX2_colonocyte (2.3e-02); Endothelial_venous–MNP_mDC (3.8e-02); IEC_ISC–Muscularis_mucosa (3.8e-02),IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_CT_absorptive_colonocyte (self) (2.0e-02),Enteric_glia–T_CD8 (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (3.9e-03); IEC_Tuft–Plasma (1.2e-02); Fibroblast_submucosal_S3–MNP_mDC (1.4e-02); IEC_Goblet–IEC_NOS2_DUOX2_colonocyte (1.6e-02); Endothelial_lymphatic–T_CD8 (1.8e-02); IEC_Colonocyte_NOS–IEC_NOS2_DUOX2_colonocyte (2.3e-02); Endothelial_venous–MNP_mDC (3.8e-02); IEC_ISC–Muscularis_mucosa (3.8e-02),True,2,IEC (self) (2.7e-03); Enteric_glia–T (1.1e-02),IEC (self) (2.7e-03),Enteric_glia–T (1.1e-02),True
13473_HS4_UC-Slice_3,Adenosylcobalamin,1,CUBN,False,0.3609568809354028,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Amiloride-sensitive sodium transport,3,"SCNN1A, SCNN1G",True,0.0028698573354631,1,6,MAST–T_CD8 (2.1e-03); IEC_Colonocyte_NOS (self) (3.9e-03); Fibroblast_CTF_S2–IEC_Goblet_2 (8.1e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (9.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (9.4e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet_2 (3.9e-02),IEC_Colonocyte_NOS (self) (3.9e-03),MAST–T_CD8 (2.1e-03); Fibroblast_CTF_S2–IEC_Goblet_2 (8.1e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (9.4e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (9.4e-03); IEC_CT_absorptive_colonocyte–IEC_Goblet_2 (3.9e-02),True,4,IEC (self) (2.7e-03); MAST–T (1.8e-02); Fibroblast–IEC (2.5e-02); Endothelial–IEC (4.2e-02),IEC (self) (2.7e-03),MAST–T (1.8e-02); Fibroblast–IEC (2.5e-02); Endothelial–IEC (4.2e-02),True
13473_HS4_UC-Slice_3,Ammonium,1,RHAG,False,0.3232006066375308,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Anion exchange,3,"SLC26A2, SLC26A3",True,0.0028698573354631,3,17,Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS (self) (2.1e-03); IEC_Colonocyte_NOS–T_CD8 (2.1e-03); IEC_BEST4_OTOP2 (self) (5.4e-03); Enteric_glia–Muscularis_mucosa (9.4e-03); IEC_CT_absorptive_colonocyte–T_CD8 (1.3e-02); IEC_CT_absorptive_colonocyte–MNP_mDC (1.4e-02); Fibroblast_CTF_S2–Fibroblast_submucosal_S3 (1.5e-02); Pericyte–Plasma (1.5e-02); IEC_Goblet–MNP_mDC (1.6e-02); IEC_Tuft–T_CD8 (2.4e-02); IEC_CT_absorptive_colonocyte (self) (2.5e-02); Fibroblast_CTF_S2–MAST (2.7e-02); Fibroblast_submucosal_S3–MAST (3.0e-02); IEC_Colonocyte_NOS–MNP_mDC (3.5e-02); Enteric_glia–IEC_Goblet (4.8e-02),IEC_Colonocyte_NOS (self) (2.1e-03); IEC_BEST4_OTOP2 (self) (5.4e-03); IEC_CT_absorptive_colonocyte (self) (2.5e-02),Fibroblast_CTF_S2–IEC_Colonocyte_NOS (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS–T_CD8 (2.1e-03); Enteric_glia–Muscularis_mucosa (9.4e-03); IEC_CT_absorptive_colonocyte–T_CD8 (1.3e-02); IEC_CT_absorptive_colonocyte–MNP_mDC (1.4e-02); Fibroblast_CTF_S2–Fibroblast_submucosal_S3 (1.5e-02); Pericyte–Plasma (1.5e-02); IEC_Goblet–MNP_mDC (1.6e-02); IEC_Tuft–T_CD8 (2.4e-02); Fibroblast_CTF_S2–MAST (2.7e-02); Fibroblast_submucosal_S3–MAST (3.0e-02); IEC_Colonocyte_NOS–MNP_mDC (3.5e-02); Enteric_glia–IEC_Goblet (4.8e-02),True,7,Fibroblast–IEC (2.7e-03); IEC (self) (2.7e-03); IEC–T (2.7e-03); Enteric_glia–Muscularis_mucosa (9.0e-03); Fibroblast–MAST (9.0e-03); IEC–MNP (1.2e-02); Pericyte–Plasma (1.5e-02),IEC (self) (2.7e-03),Fibroblast–IEC (2.7e-03); IEC–T (2.7e-03); Enteric_glia–Muscularis_mucosa (9.0e-03); Fibroblast–MAST (9.0e-03); IEC–MNP (1.2e-02); Pericyte–Plasma (1.5e-02),True
13473_HS4_UC-Slice_3,Betaine,1,SLC6A12,False,0.0614753687068035,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Bilirubin,3,"ABCC2, SLCO1B1",False,0.0953304144267988,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Butyrate,1,SLC16A1,True,0.0028698573354631,1,4,Fibroblast_CTF_S2–IEC_Goblet (2.1e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.3e-02); IEC_ISC–T_CD8 (2.4e-02); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (3.4e-02),,Fibroblast_CTF_S2–IEC_Goblet (2.1e-02); Fibroblast_CTF_S2–IEC_Goblet_2 (2.3e-02); IEC_ISC–T_CD8 (2.4e-02); IEC_BEST4_OTOP2–IEC_CT_absorptive_colonocyte (3.4e-02),True,0,,,,False
13473_HS4_UC-Slice_3,Cadmium,1,SLC39A8,False,0.2313204083977074,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Calcidiol,3,"CUBN, LRP2",False,0.773736088883643,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Calcium,1,CUBN,False,0.3609568809354028,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Calcium release-activated calcium transport,1,ORAI3,False,0.1592514647969178,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Chenodeoxycholic acid,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0175380168229709,1,5,Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (8.1e-03); IEC_Colonocyte_NOS–Myofibroblast (3.1e-02),IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03),Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (8.1e-03); IEC_Colonocyte_NOS–Myofibroblast (3.1e-02),True,1,Enteric_glia–IEC (4.1e-02),,Enteric_glia–IEC (4.1e-02),True
13473_HS4_UC-Slice_3,Chenodeoxycholic acid 3-sulfate,10,"ABCC3, SLC10A1, SLCO1B1, SLCO1B3",True,0.0175380168229709,1,5,Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (8.1e-03); IEC_Colonocyte_NOS–Myofibroblast (3.1e-02),IEC_NOS2_DUOX2_colonocyte (self) (2.1e-03),Enteric_glia–IEC_Goblet_2 (2.1e-03); IEC_Goblet_2–IEC_Tuft (3.9e-03); Endothelial_arterial–IEC_CT_absorptive_colonocyte (8.1e-03); IEC_Colonocyte_NOS–Myofibroblast (3.1e-02),True,1,Enteric_glia–IEC (4.1e-02),,Enteric_glia–IEC (4.1e-02),True
13473_HS4_UC-Slice_3,Chloride,3,"CLCN3, CLCN5",True,0.0028698573354631,1,6,Fibroblast_cCF_S1–Plasma (3.9e-03); Enteric_glia–IEC_BEST4_OTOP2 (5.4e-03); IEC_Goblet_2–Muscularis_mucosa (2.6e-02); IEC_Colonocyte_NOS–Pericyte (4.1e-02); Fibroblast_cCF_S1–IEC_Goblet (4.5e-02); IEC_ISC–T_CD4 (4.8e-02),,Fibroblast_cCF_S1–Plasma (3.9e-03); Enteric_glia–IEC_BEST4_OTOP2 (5.4e-03); IEC_Goblet_2–Muscularis_mucosa (2.6e-02); IEC_Colonocyte_NOS–Pericyte (4.1e-02); Fibroblast_cCF_S1–IEC_Goblet (4.5e-02); IEC_ISC–T_CD4 (4.8e-02),True,2,Fibroblast–Plasma (1.9e-02); IEC–Muscularis_mucosa (3.9e-02),,Fibroblast–Plasma (1.9e-02); IEC–Muscularis_mucosa (3.9e-02),True
13473_HS4_UC-Slice_3,Chloride ion,6,"SLC12A2, SLC12A6, SLC5A7",True,0.0028698573354631,1,16,IEC_Goblet–IEC_ISC (3.9e-03); IEC_ISC (self) (3.9e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (5.4e-03); Fibroblast_cCF_S1–MNP_macrophage (9.4e-03); Endothelial_lymphatic–Fibroblast_cCF_S1 (1.6e-02); IEC_Colonocyte_NOS–IEC_ISC (1.9e-02); IEC_ISC–MAST (2.0e-02); Endothelial_arterial–IEC_Goblet (2.1e-02); Fibroblast_CTF_S2–IEC_ISC (2.3e-02); IEC_Goblet (self) (2.3e-02); Muscularis_mucosa–Plasma (2.3e-02); IEC_ISC–Pericyte (3.2e-02); IEC_ISC–Muscularis_mucosa (3.7e-02); IEC_Goblet_2–Muscularis_mucosa (4.1e-02); IEC_Goblet_2–IEC_ISC (4.6e-02); IEC_ISC–T_CD4 (4.8e-02),IEC_ISC (self) (3.9e-03); IEC_Goblet (self) (2.3e-02),IEC_Goblet–IEC_ISC (3.9e-03); IEC_Colonocyte_NOS–IEC_Goblet_2 (5.4e-03); Fibroblast_cCF_S1–MNP_macrophage (9.4e-03); Endothelial_lymphatic–Fibroblast_cCF_S1 (1.6e-02); IEC_Colonocyte_NOS–IEC_ISC (1.9e-02); IEC_ISC–MAST (2.0e-02); Endothelial_arterial–IEC_Goblet (2.1e-02); Fibroblast_CTF_S2–IEC_ISC (2.3e-02); Muscularis_mucosa–Plasma (2.3e-02); IEC_ISC–Pericyte (3.2e-02); IEC_ISC–Muscularis_mucosa (3.7e-02); IEC_Goblet_2–Muscularis_mucosa (4.1e-02); IEC_Goblet_2–IEC_ISC (4.6e-02); IEC_ISC–T_CD4 (4.8e-02),True,4,IEC (self) (2.7e-03); Muscularis_mucosa–Plasma (2.3e-02); IEC–Muscularis_mucosa (2.8e-02); Fibroblast–MNP (3.0e-02),IEC (self) (2.7e-03),Muscularis_mucosa–Plasma (2.3e-02); IEC–Muscularis_mucosa (2.8e-02); Fibroblast–MNP (3.0e-02),True
13473_HS4_UC-Slice_3,Chloride_bicarbonate anion exchange,1,SLC4A1,False,0.2582871714406762,0,0,,,,False,0,,,,False
13473_HS4_UC-Slice_3,Cholesterol,6,"ABCB1, ABCG2, CD36",True,0.0028698573354631,3,4,IEC_CT_absorptive_colonocyte (self) (2.1e-03); IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); IEC_Colonocyte_NOS (self) (3.9e-03); Plasma–T_CD4 (4.1e-02),IEC_CT_absorptive_colonocyte (self) (2.1e-03); IEC_Colonocyte_NOS (self) (3.9e-03),IEC_CT_absorptive_colonocyte–IEC_Colonocyte_NOS (2.1e-03); Plasma–T_CD4 (4.1e-02),True,1,IEC (self) (2.7e-03),IEC (self) (2.7e-03),,True
